1.01134e-10,-5.33748e-08,
2.15241e-10,-3.62949e-06,
5.87037e-10,-8.37984e-06,
3.25725e-09,-1.64928e-05,
4.26956e-09,0.00181373,
7.58771e-09,0.00403497,
9.19356e-09,0.0133224,
2.29123e-08,0.0141030,
2.34482e-08,0.0304556,
2.80836e-08,0.0309780,
2.90664e-08,0.0473306,
3.72486e-08,0.0478527,
3.64443e-08,0.0682610,
4.41460e-08,0.0702224,
4.72716e-08,0.0920693,
5.59873e-08,0.0953390,
5.79548e-08,0.115747,
6.78692e-08,0.118363,
6.86851e-08,0.137593,
7.60256e-08,0.139817,
7.60732e-08,0.157609,
8.23272e-08,0.160225,
8.33061e-08,0.175792,
9.87447e-08,0.201825,
1.19608e-07,0.202740,
1.21063e-07,0.226026,
1.46640e-07,0.226810,
1.45050e-07,0.237276,
1.83790e-07,0.236621,
1.85831e-07,0.230080,
2.17591e-07,0.228640,
2.17508e-07,0.217782,
2.43460e-07,0.217389,
2.48878e-07,0.202082,
2.66134e-07,0.184944,
3.01259e-07,0.183897,
3.14975e-07,0.167675,
3.52190e-07,0.137586,
5.45286e-07,0.0658934,
5.51189e-07,0.0515029,
6.03093e-07,0.0460080,
6.98152e-07,0.0406436,
7.99112e-07,0.0344944,
1.03550e-06,0.0303068,
1.46857e-06,0.0282120,
2.13043e-06,0.0287336,
3.16118e-06,0.0301707,
4.23783e-06,0.0301693,
5.74496e-06,0.0270282,
7.70189e-06,0.0280734,
1.10471e-05,0.0267634,
1.65767e-05,0.0263691,
1.85540e-05,0.0251911,
1.96281e-05,0.0225744,
2.32414e-05,0.0189106,
2.43164e-05,0.0224426,
2.57335e-05,0.0302916,
4.47092e-05,0.0300274,
5.53886e-05,0.0300264,
5.66368e-05,0.0225694,
7.68113e-05,0.0314638,
0.000100669,0.0293694,
0.000113940,0.0245284,
0.000131960,0.0321154,
0.000187160,0.0318521,
0.000284029,0.0318501,
0.000328887,0.0342042,
0.000546211,0.0339402,
0.000632371,0.0315847,
0.000886929,0.0340687,
0.00136128,0.0348516,
0.00218558,0.0341952,
0.00358925,0.0351086,
0.00738501,0.0354977,
0.0114632,0.0362805,
0.0158960,0.0362790,
0.0168190,0.0383719,
0.0230621,0.0391553,
0.0396197,0.0395452,
0.0418968,0.0258087,
0.0555653,0.0404594,
0.0712185,0.0455602,
0.0902107,0.0357475,
0.110497,0.0333917,
0.120930,0.0345687,
0.127978,0.0424177,
0.144883,0.0441178,
0.194230,0.0445089,
0.191988,0.0348282,
0.251638,0.0348269,
0.248777,0.0302482,
0.322417,0.0302470,
0.326134,0.0356106,
0.417977,0.0386183,
0.473306,0.0473828,
0.702449,0.0548377,
0.920657,0.0535282,
1.03061,0.0560133,
1.39726,0.0553578,
1.79042,0.0532634,
1.75025,0.0490773,
1.77000,0.0476382,
2.29393,0.0476369,
2.11953,0.0430586,
2.45365,0.0382175,
2.50923,0.0340311,
2.80838,0.0311525,
2.80765,0.0236956,
3.84972,0.0236941,
4.16481,0.0167602,
4.93108,0.0107416,
6.38934,0.00459178,
9.26779,0.00158112,
13.1444,0.000925359,
19.0682,0.00105442,
