1.01928e-10,0.00119666,
3.67552e-09,0.00116790,
4.21548e-09,0.00209765,
6.07484e-09,0.00249366,
6.84924e-09,0.00408844,
8.95721e-09,0.00415278,
9.16908e-09,0.0133281,
1.03969e-08,0.0145904,
2.37907e-08,0.0145838,
2.39493e-08,0.0304082,
2.66954e-08,0.0318036,
2.70254e-08,0.0464977,
2.92758e-08,0.0474944,
3.65767e-08,0.0475591,
3.68322e-08,0.0687027,
3.92212e-08,0.0695000,
4.47248e-08,0.0696320,
4.50414e-08,0.0923713,
4.87921e-08,0.0934345,
5.43827e-08,0.0935666,
5.44548e-08,0.115974,
5.86534e-08,0.116970,
6.68841e-08,0.117169,
6.69649e-08,0.137581,
7.42160e-08,0.138444,
7.55865e-08,0.158258,
8.23503e-08,0.159454,
8.57938e-08,0.176409,
9.24098e-08,0.177605,
9.20139e-08,0.201541,
9.85454e-08,0.202737,
1.16955e-07,0.202803,
1.19140e-07,0.226273,
1.32794e-07,0.226804,
1.42215e-07,0.227336,
1.44755e-07,0.237109,
1.57709e-07,0.238306,
1.82934e-07,0.237374,
1.86016e-07,0.230259,
2.10905e-07,0.229926,
2.13183e-07,0.218556,
2.40330e-07,0.218089,
2.38738e-07,0.202265,
2.52748e-07,0.201201,
2.57107e-07,0.200735,
2.59818e-07,0.185044,
2.89581e-07,0.184777,
2.89297e-07,0.168154,
3.09795e-07,0.167356,
3.07762e-07,0.152529,
3.09491e-07,0.150734,
3.37158e-07,0.150533,
3.33077e-07,0.137701,
3.46593e-07,0.134576,
3.54590e-07,0.134177,
3.52372e-07,0.124602,
3.68760e-07,0.121011,
3.81598e-07,0.120479,
3.83594e-07,0.112168,
4.01280e-07,0.102061,
4.20020e-07,0.101595,
4.36638e-07,0.0819807,
4.86653e-07,0.0815809,
4.83464e-07,0.0669533,
5.17745e-07,0.0669528,
5.08623e-07,0.0559821,
5.44669e-07,0.0553832,
5.41405e-07,0.0502635,
5.86402e-07,0.0488001,
6.01011e-08,0.0943569,
6.15753e-08,0.116152,
