1.18865e-09,-7.86450e-05,
1.57910e-09,1.20035e-05,
2.12789e-09,-6.33451e-05,
3.03502e-09,-0.000137201,
3.97492e-09,0.000202630,
4.61323e-09,0.00128796,
5.62709e-09,0.00220822,
7.06254e-09,0.00238056,
7.96698e-09,0.00354832,
1.00708e-08,0.00363767,
1.04165e-08,0.0127890,
1.16671e-08,0.0140397,
2.54821e-08,0.0138107,
2.67714e-08,0.0156421,
2.74661e-08,0.0302002,
3.09820e-08,0.0316176,
3.02469e-08,0.0457585,
3.29306e-08,0.0468421,
4.13305e-08,0.0470977,
4.14596e-08,0.0678941,
4.44995e-08,0.0692270,
4.98549e-08,0.0691468,
4.96394e-08,0.0917731,
5.32799e-08,0.0930228,
6.01011e-08,0.0943569,
6.15753e-08,0.116152,
7.40356e-08,0.117987,
7.42894e-08,0.137203,
8.20300e-08,0.138786,
8.23177e-08,0.157586,
9.08920e-08,0.159336,
9.12515e-08,0.175807,
9.93385e-08,0.177389,
9.68026e-08,0.201180,
1.09198e-07,0.202431,
1.27656e-07,0.202684,
1.26193e-07,0.225810,
1.33542e-07,0.226893,
1.53922e-07,0.226896,
1.51466e-07,0.236712,
1.68443e-07,0.238212,
1.88732e-07,0.237633,
2.05570e-07,0.236387,
2.02913e-07,0.230148,
2.25742e-07,0.229652,
2.25990e-07,0.223912,
2.29464e-07,0.218422,
2.57129e-07,0.217343,
2.54242e-07,0.202120,
2.78867e-07,0.201457,
2.77777e-07,0.184820,
3.13444e-07,0.184407,
3.14444e-07,0.167770,
3.47346e-07,0.167274,
3.40995e-07,0.152383,
3.50977e-07,0.150054,
3.44423e-07,0.137243,
3.56974e-07,0.135747,
3.57748e-07,0.124434,
3.81463e-07,0.123021,
3.74255e-07,0.111375,
4.16415e-07,0.110213,
4.14636e-07,0.0954891,
4.67906e-07,0.0947436,
4.62846e-07,0.0773575,
5.37367e-07,0.0765296,
5.34722e-07,0.0652162,
5.62136e-07,0.0637202,
5.62969e-07,0.0559839,
6.08864e-07,0.0546550,
6.00737e-07,0.0506618,
6.27076e-07,0.0490824,
6.73484e-07,0.0470878,
6.88359e-07,0.0442601,
7.34117e-07,0.0419326,
7.60918e-07,0.0401034,
7.83104e-07,0.0383573,
8.11681e-07,0.0366113,
8.53266e-07,0.0352817,
9.35983e-07,0.0342027,
1.00508e-06,0.0331231,
1.09465e-06,0.0322935,
1.20933e-06,0.0312147,
1.34543e-06,0.0305520,
1.47579e-06,0.0297226,
1.65366e-06,0.0288106,
1.98899e-06,0.0288154,
2.11968e-06,0.0302312,
2.69846e-06,0.0304040,
3.13224e-06,0.0307406,
3.84815e-06,0.0312451,
4.28123e-06,0.0305825,
4.79700e-06,0.0299200,
5.04341e-06,0.0279248,
5.30535e-06,0.0231014,
5.81243e-06,0.0285108,
6.37285e-06,0.0299274,
7.61017e-06,0.0304312,
8.83322e-06,0.0309342,
1.04764e-05,0.0300237,
1.18218e-05,0.0295277,
1.34306e-05,0.0307789,
1.57046e-05,0.0297847,
2.07174e-05,0.0294593,
2.29202e-05,0.0209770,
2.49042e-05,0.0324588,
2.71122e-05,0.0338752,
3.81254e-05,0.0337178,
5.06507e-05,0.0336421,
6.58641e-05,0.0342313,
7.97745e-05,0.0349018,
9.59512e-05,0.0349066,
0.000114592,0.0349113,
